
7591	4701	4033	8313	4700
6893	7827	4045	987	7080
9045	5090	7206	8536	739
7777	9335	2361	4831	6934
4586	9569	6390	3913	2582
828	1027	810	2719	2838
2357	4231	6568	4686	8170
9721	8962	9685	1023	1646
1319	4212	9202	1249	1459
8974	9665	9345	7386	2052
5257	8051	3120	2356	1469
9167	5478	8352	1818	8736
2369	7750	9332	3680	6424
9190	7362	7097	8837	5078
3433	1852	2614	4821	3745
8279	8979	6631	4990	2702
8490	8887	4084	6023	7040
4498	3436	5896	8028	7083
7896	6212	3184	9054	8925
8148	950	9962	7676	2215
2485	8636	5745	6462	5665
6982	6256	7014	6812	1005
3029	7584	1251	7195	3231
4288	171	6032	1060	1220
9798	4865	4719	1737	3586
5630	3653	7039	9331	4257
2912	5678	7210	7785	4263
7349	4339	4728	795	8876
6181	6006	960	4861	8836
2187	2148	3494	9790	4837
2281	7383	1015	564	9164
9873	9036	7583	9972	113
3039	7419	8702	3260	2214
7277	3330	9520	9135	9583
5988	5619	6114	1201	1147
1792	6378	9954	9355	7400
403	3570	6406	2157	6895
847	7118	9051	1721	5044
2634	8130	3950	6051	4001
2704	3329	5719	5510	3572
5791	1878	175	3183	3581
689	5057	1723	9465	5883
8637	8020	8248	5480	1807
9293	8813	1115	4750	5696
2630	2115	5710	6472	1008
2052	4404	6018	1561	202
7620	5796	7846	7086	5905
7413	1033	6308	6449	4371
6217	5285	5176	4064	672
7702	5750	9375	9127	4817
4820	876	8383	3082	31
7406	192	6181	6149	2794
7802	2705	8825	9881	2490
8126	4950	119	2869	1766
5405	5713	1137	417	9112
3458	732	4684	6808	3858
6159	9547	5214	8741	1814
4232	2105	2888	1754	874
8308	8418	7239	6626	7680
3624	2439	3357	444	7954
8946	450	1807	3648	138
2054	4391	1798	3903	9064
3213	5581	9731	704	7821
1615	8645	4381	8117	3492
7244	1942	5744	2382	5409
718	8529	1061	2241	1517
2469	3224	6939	2595	1481
1649	6120	1911	1882	9555
924	9362	6326	9662	616
2303	5224	5701	8840	6865
5467	3131	3164	2282	7275
9437	4997	6117	200	6657
4321	8830	6125	3166	1925
4799	4199	5966	8657	3810
881	6637	1085	5345	5498
2657	4946	5483	3797	2576
5406	708	4834	5784	272
8534	828	1480	5508	4765
4577	6431	9537	5549	4784
8077	1753	442	5547	5560
7964	5650	3254	837	1273
4924	1077	2857	6742	1159
4566	6207	4362	5388	5065
162	1582	9526	8229	3914
7183	1351	8787	3349	6390
5593	8022	1096	8926	9424
2972	9131	3294	2927	1948
566	1081	2809	9917	5887
3975	3686	508	2799	7905
5547	8001	8650	1067	7699
8215	6710	2520	2461	2746
8923	8720	9974	5804	7704
5067	1476	3181	646	8356
485	3679	1253	2200	5867
4409	7094	8010	650	2589
9151	9079	105	3173	6687
18	3657	7670	658	2550
7523	7880	7480	7286	3129
3200	9438	9186	3533	8235
69	8081	7979	2319	1136
224	8749	5434	9163	4136
7127	3021	5895	4335	6863
1130	4070	6403	2407	904
1812	5752	8659	7678	1394
520	5307	2982	7826	2590
8672	9038	26	8226	1600
9906	3116	7970	5057	8111
5380	1829	784	4235	6153
9325	2975	4051	4458	4999
2942	8773	5401	7728	7553
7007	2508	3001	3558	4425
4713	602	3999	3326	9476
9097	6650	189	3064	710
4551	930	7528	6953	4650
9215	5086	1310	7298	9974
3097	4600	6952	7378	2326
2098	9060	4549	4278	7769
4317	1496	6738	2871	5953
3435	3008	6321	9453	4623
3340	2555	8215	2864	5473
9680	6163	8717	3087	8776
7713	1436	7964	8885	2172
8743	1992	2384	6783	743
4666	8285	3707	7752	517
4006	5470	9720	1467	6398
7829	7366	1334	1851	1139
1880	48	4042	6899	6211
7865	6223	7729	9108	6575
7389	2786	3622	3334	6073
2812	9960	6765	9244	9772
474	6710	1899	2635	2410
8245	5573	1814	7878	9856
8403	8288	8460	4089	2776
9275	4490	2501	4809	8053
8050	621	6106	1712	1445
5518	6220	1671	6143	9204
8862	8296	8173	1737	1529
2211	9249	3074	1941	6113
6271	8743	6276	2970	704
6214	7238	6136	3495	3492
1968	69	7807	3439	288
6032	9965	883	7335	1391
6602	4416	3138	3542	6818
5635	5836	4692	6412	6156
2021	4052	4827	9082	1573
7884	3106	5155	6920	8632
2473	2911	8637	4763	2722
7171	7569	2700	5635	404
9673	4456	2051	4712	1452
7207	1417	7401	5075	5459
2409	8789	1926	4446	5463
5878	2273	6814	1401	9097
2803	1417	3507	272	2541
2341	1448	3368	8821	9915
2746	5476	1715	9932	7622
7190	3989	935	454	5517
7634	8736	7881	7880	2980
118	6167	6774	3523	9412
8946	9046	3699	6825	524
1695	5219	7463	142	714
2999	4166	2070	7443	1963
1619	256	129	4098	8994
2865	2607	3156	4397	67
2285	2131	8252	7277	352
161	8301	1602	6149	1560
3004	8075	1750	5406	1637
4702	6724	6546	9067	2260
2496	9116	4332	666	3071
5462	5470	4755	501	303
5409	2677	81	8824	8093
4371	6950	7563	6615	2195
9962	9424	4958	7021	3604
108	5705	680	9527	726
3521	6683	5284	6374	5005
4287	5372	7598	7971	4710
2519	6587	6966	8857	9800
5891	3375	1611	4170	8074
6496	4429	5258	4502	8375
408	8025	1405	4836	8068
734	4908	3632	113	6790
5202	9148	9845	984	4432
3011	2949	4966	2857	855
7639	6379	6808	9507	3733
5944	8388	3009	6713	7383
5149	5055	1101	254	4792
7715	6574	2872	455	8076
9486	86	4566	4553	1775
6657	6357	9901	4339	3045
2133	2031	4705	6397	8180
2957	2303	215	9360	1073
7846	1743	7736	4388	3240
7096	2194	688	9659	4371
1883	736	3148	907	1770
510	3414	9447	554	4928
1394	7842	1402	3915	675
3648	9853	9571	4329	9831
6199	2340	2929	942	4148
6241	5831	8061	1954	552
2165	126	6177	1629	3945
9079	8190	201	9523	2587
4477	1363	6086	4160	3546
8452	8564	4073	7927	4712
7742	9511	6965	7389	523
8507	1357	7509	9182	8409
7014	2271	5384	4829	9418
5743	4855	7893	5076	684
6967	6263	9575	2076	8106
2306	3660	6944	234	9487
5514	8648	8144	7821	2591
6953	7785	9982	7446	6199
3643	2037	2142	8768	5520
3274	7299	3952	1845	1969
5781	6082	2423	9724	4387
833	3733	3085	9124	9634
7306	8788	4786	8439	7315
6112	6013	3225	5752	1829
3621	3938	7393	9937	3228
4442	2250	4669	6968	8269
3956	7237	7860	2113	1490
9409	5020	7327	5088	8469
1536	907	9560	7482	9736
8422	8007	1098	3140	4264
8223	6957	9541	5356	4805
9617	3419	2332	8244	3598
9313	8624	5039	9075	7227
6803	2566	2665	6681	9774
3261	9696	8038	4178	604
7324	9182	4790	1144	693
10	3218	808	6486	336
2387	7756	9177	1121	8528
141	1126	3134	5880	4393
8122	6592	9782	127	7904
9368	8509	8675	199	8938
4378	4187	9935	4881	8325
7980	2822	7257	6435	3218
6557	3358	2615	4354	4323
5258	8854	4807	9410	1113
2258	2562	8833	5701	9169
296	7637	7512	1548	4784
431	5286	8587	9390	2565
2971	4350	6800	4522	7864
2182	5812	1172	3309	1532
129	9029	7385	161	7636
2489	1282	3277	9083	7948
9087	3901	6882	6306	8741
2392	241	6842	3091	3842
9477	8400	7170	4819	1934
6986	8314	8367	9526	4058
2126	201	3586	5830	1655
7350	1119	7823	5848	7779
8320	2752	4929	4274	5457
9414	477	6208	9819	1088
4156	7422	1083	4909	6090
3122	58	1237	9123	9209
6804	6372	2081	4019	5942
4701	3950	7226	282	8880
1881	5623	6022	9516	6836
5086	6313	8885	9583	1272
6152	9217	6511	7005	8712
7229	4718	5366	6330	1131
4919	2712	1973	8658	6416
3048	8400	6122	7790	4266
1550	4388	8410	2764	9409
6907	1109	1541	2669	4708
8398	5736	311	360	1721
1727	9452	2455	6849	7254
6696	3354	2590	2899	4112
2458	4711	2337	5080	3130
9302	1390	2652	9768	818
4111	6047	207	8967	9318
9432	4601	7947	2393	2068
7759	6077	6094	449	3767
2846	1588	8329	5227	5740
8355	4526	9376	6279	6022
7370	1461	5007	2981	3674
3751	1289	5137	7527	2754
5018	7252	1790	6775	8984
8376	6286	283	8599	2911
5413	2642	2896	1813	8392
6602	3059	7297	8523	3471
4856	3519	6671	619	7653
5737	8837	9091	8592	3001
8294	6005	1729	9041	2460
5335	3695	2924	5879	8522
7180	3389	4404	8820	2481
6573	827	2830	6691	6331
2007	19	1183	6482	8529
6155	1914	2198	5401	9122
4115	339	8169	4026	4324
9308	6768	6866	7577	8842
850	9664	7454	9945	8465
5519	8836	6884	6943	1303
7606	578	9567	5722	4996
8327	3386	7842	3051	5152
8564	9800	5311	8572	5658
8185	8647	2791	3561	1803
1516	7186	5608	4913	7350
4413	8132	5825	2880	6164
8769	1825	8928	1790	7225
9267	9270	8173	8923	4142
7281	4227	1307	3530	215
2621	4317	6823	6067	9655
1473	2061	2869	2472	2510
6641	6960	900	4093	4056
1391	9055	6258	5996	9879
8257	3791	8324	3332	9286
8924	6226	6000	9979	8387
5024	4200	4366	8237	9962
6580	6211	484	656	9632
614	7377	2813	887	2810
3116	760	484	6787	6503
5931	9454	5650	3910	1196
4614	1109	7341	1160	871
1580	9814	5468	1377	6799
9190	6429	1549	9592	2893
518	9143	4937	6332	4282
7126	7151	8881	7115	2376
3302	7491	9848	7426	9340
3705	2419	9579	1660	3149
3456	2684	8235	5904	862
6984	7783	6148	7079	6816
8144	7825	5908	7776	5996
4874	9081	238	249	3606
3883	9356	6184	1614	8569
4565	3267	8127	8006	4432
6684	3320	5078	3879	1736
139	4837	6775	1169	9581
1685	9017	8123	2429	518
9145	8810	6639	6361	4645
9611	4935	3678	9252	3825
2881	8003	5167	464	1857
5656	6610	4071	957	9471
4127	2731	2723	7362	7417
8711	1339	1433	8280	9072
1377	3475	6962	4355	9854
7256	4099	178	7018	3733
8517	8958	8622	601	9326
3236	5708	1791	7691	9008
9547	3614	7079	3027	3109
4681	9110	9476	6444	1
5460	7795	1364	4982	6637
4925	1023	9991	2887	7278
2663	5586	8292	1096	9293
2741	5717	2117	1342	8067
2592	4019	5987	9837	9545
6765	714	2954	9859	4818
4601	8240	7573	9281	7165
8648	1416	3829	3899	2102
6468	1834	6566	862	3868
4143	913	1717	4585	7545
4353	7120	2478	3809	1584
5288	5463	1125	3451	5593
6198	3424	1894	9523	7794
8996	6649	9325	3182	9501
8189	3622	1935	6530	7577
6586	7875	2583	4554	8011
5704	1879	363	2847	8008
4870	1507	6888	766	1166
1198	9602	8455	7116	923
6061	8058	6494	6419	4469
1714	7327	4029	7321	5265
4762	3103	6327	1482	4053
1865	212	6525	6524	440
1353	3590	5992	5645	5365
7619	4787	9582	9133	5042
2076	8171	5556	1736	4608
3773	8001	6255	9454	8586
2070	2516	1996	4633	1323
4848	739	4352	9173	5992
7341	3028	9093	3554	5568
5671	9715	2247	4120	679
6477	6417	9816	1530	3261
3311	901	4284	9270	9899
4141	4275	5483	601	3430
107	5560	8885	6850	8786
7000	4018	3025	1463	5417
8768	7991	6962	668	7632
6696	3655	7097	8683	4429
4976	4503	3868	5523	5404
6635	4696	8174	4678	7602
2072	7783	4923	1049	3360
4981	2833	2678	3724	2012
1942	9113	2553	7678	9677
5011	774	1371	1710	3546
4217	9168	1217	5685	3108
5016	7376	6275	4659	4321
7105	3464	2797	7928	8253
6195	1189	6843	9861	3382
7835	8149	9619	1215	4868
4404	8230	228	6401	5755
9355	3094	1643	5378	9956
9516	9027	1487	600	8002
9781	1264	1898	2305	3229
5153	6894	9259	6705	9638
3231	9937	1319	1745	7660
7222	820	5235	1554	3358
6795	407	1593	9268	6509
4756	8744	6397	1074	5800
3459	7476	5269	8907	8463
3115	6242	7416	8717	3077
7774	9060	1160	5413	49
3608	3250	4760	3387	3974
9474	5952	3053	1867	1952
6329	5205	5219	5706	6756
9618	9206	9302	4873	8049
3839	8878	7698	5711	8110
5514	7410	5436	3179	5490
8639	2331	928	3837	2657
1692	6890	1190	9985	9525
3161	4916	7340	2109	4605
2905	9701	7251	567	9054
5863	4614	47	2064	8342
2052	5254	7073	6364	4236
8809	4600	2600	8063	5057
1014	8348	8222	1258	8443
7800	5740	8053	4191	5411
6405	7164	1680	4267	2833
8029	7117	5765	4139	8490
9832	6121	3865	9492	3743
8370	9600	1260	6070	4186
162	4830	8897	9209	2015
8022	7844	4411	4028	7090
7362	8785	3809	2455	7807
271	2935	8204	4249	9417
9277	7394	4459	8577	6776
3190	6745	4318	2537	4359
5552	6047	3471	1273	3323
3582	183	7857	4957	707
4282	90	825	3949	4284
3530	8814	2693	1377	4935
4231	4239	5728	7937	2846
3700	245	4546	4800	3398
3603	6570	4992	2227	7712
7807	5035	5706	1334	9976
1122	3876	6749	768	3616
9800	6789	7664	5215	2893
9637	4319	2677	7988	8408
4991	7061	423	3776	1413
6242	5334	6187	480	3348
8812	6199	1409	5247	1966
5296	4764	5059	5604	8388
6537	4133	4109	445	7052
9432	919	8043	7198	5449
9482	7042	6891	9711	621
1555	9992	2650	7564	2375
3144	9895	8189	453	6794
9879	8262	8118	1422	4835
1587	149	9899	1579	8461
5170	5899	218	7824	2416
4468	7482	3725	9059	7328
8845	1489	5537	7416	414
5620	5158	1681	7713	6523
1491	8201	2611	4830	891
8052	6826	3115	8286	3797
8411	1889	9384	5088	4581
878	5034	8837	2683	9586
4908	8352	7791	310	5321
7977	8303	2271	3825	1399
7157	2989	561	1055	1688
3246	4150	8437	4881	5537
1586	5653	9197	10	3195
8862	7666	6817	1903	461
2152	4998	695	1571	7163
4395	7786	4410	9837	1140
5844	8810	5942	4811	994
233	3525	2817	1953	9913
5931	4723	8950	5150	2577
3866	7054	858	9062	901
6801	3144	3880	4915	3322
1610	3451	2221	5950	2897
3436	3239	8184	6498	8757
2375	971	6761	9525	489
549	6693	5456	649	6798
7711	9733	4882	4308	4421
2918	8401	5986	9750	9255
6018	3233	2832	7119	831
3674	2871	5900	8039	6581
2976	9262	4753	8443	8262
6346	9186	6061	2052	4499
7304	70	4643	9403	9015
714	2892	9199	5767	2943
8384	6455	7588	5883	4144
3236	1630	6256	6278	9849
363	2140	5741	3404	2894
8393	2489	2612	470	8084
5905	9044	9908	1066	968
5308	1972	1469	176	9729
279	1438	9192	1619	142
5986	7836	6903	743	4484
4561	8448	8365	1918	5333
7688	1749	3370	9755	5413
5131	7189	262	3270	1811
1793	3007	2505	2230	8498
6408	4919	3759	8099	185
6903	5922	7330	9677	9152
5811	1998	419	6770	3803
8169	1182	4857	8478	6631
6583	918	2557	164	4445
6105	7698	6684	5788	2085
5836	9013	421	6649	1588
8173	7080	365	8664	7264
1566	5789	2689	1395	5742
7379	7849	2131	5251	3893
7178	3055	1467	4141	7568
5455	8494	7651	6621	3033
8806	430	2510	8101	297
1681	8450	1182	6293	5346
5959	1716	8106	6813	4744
7165	5277	4194	2301	5062
4114	3040	9205	4994	3324
5387	4095	9564	5122	2580
665	5198	5153	5752	3598
6410	6887	5103	7018	8855
3121	100	1059	1940	2701
5745	1469	3750	8289	1604
1725	6535	556	2878	5322
7828	1498	4359	538	3744
8770	1691	4329	6609	4588
3336	2794	7215	8418	5711
2601	97	8840	8176	5121
9992	8816	9359	6164	1824
4540	1820	7186	6639	7609
9268	8446	422	7335	7884
4654	7440	3304	7394	8452
8902	5268	6648	8009	8626
8960	2612	1284	7612	3172
9899	3432	1573	4187	5246
5690	8052	5502	8787	3778
4345	3051	464	1708	6321
9659	2597	9342	6143	2095
6149	7596	4385	3186	4148
7943	612	4821	6499	2555
9696	608	539	2390	3985
3525	3324	4692	569	43
5501	9689	6343	3985	4461
948	4623	3809	521	8335
6921	2515	1312	7530	8090
605	8898	4557	3539	785
5100	6829	7886	7283	3017
2830	2872	1724	7752	2814
7477	7910	8380	9294	4742
1657	8302	6115	3813	4338
1880	1468	9079	4677	5135
8759	4729	9595	1791	8272
251	4935	3155	6110	1529
4021	1569	269	8190	6812
9963	3856	3967	6801	7022
2643	7858	7719	3870	943
3288	831	2438	3781	9930
6817	2318	5666	3610	2013
6969	5748	3423	8045	9778
4634	480	5426	3938	442
3092	8286	6099	6805	2265
9665	3521	7211	5498	404
8559	4551	9679	8101	6491
2534	6232	2776	2868	1823
1851	8743	1030	9925	9801
5284	1749	7385	8610	7578
3383	706	1597	9916	8296
4935	2807	573	7021	5390
5901	4623	8797	7940	7118
4230	914	5350	4257	6570
9897	9343	8153	7987	7405
2747	8581	5155	3384	9777
4167	3302	9015	4645	8076
7330	2529	5652	7943	6063
9775	8247	4117	8783	8938
942	2345	5326	1756	6839
4039	2033	9747	4508	9753
4528	5058	9734	4895	4044
9389	5670	8612	7905	4682
7526	9680	3490	7949	9787
6976	4858	8835	4140	4965
5358	7294	4855	4985	2654
9944	1860	6419	7273	3072
5632	9724	855	5242	6918
3330	3222	6249	6379	4710
5285	3369	2688	4964	8351
153	3668	6183	1936	1298
3243	7278	2446	604	7032
5653	897	5216	6262	7782
2919	959	9186	8336	325
2348	4116	6755	2547	5338
7899	6248	7640	7795	6658
6556	7686	3096	4198	879
85	8192	5856	3555	7630
3416	696	7960	7077	2471
5753	954	8613	3407	1489
758	5856	7790	8147	596
6417	2665	8673	3166	3831
796	9092	3339	8442	9714
7946	288	6603	3476	6088
2005	7953	1460	6012	5946
1195	1033	4401	2937	8324
8743	6244	5497	3634	4381
4911	8190	5825	1508	8097
5854	975	2865	5341	2817
1046	8589	9471	1638	1538
7791	9463	706	2852	1355
8119	2020	3857	376	5799
7895	174	8883	3584	2464
554	6465	7234	7540	3147
7083	9044	5316	4855	4664
7866	637	1908	2034	1586
8083	5987	8508	3754	1130
7715	4791	5660	1721	865
7552	2174	3783	2674	1598
8991	3608	9884	9550	3662
3569	4741	5644	5722	6567
2716	60	4316	4730	3693
9439	9559	1574	331	1114
703	6097	6456	8286	3592
257	9787	6904	1423	3848
1246	6508	5283	8853	2464
5841	2629	2696	3887	1391
3647	7731	7929	7238	5150
1665	6673	1597	6250	7852
7749	8215	1657	7117	5944
7729	3598	1324	98	8303
1883	7723	2416	9637	2954
253	1806	9583	9243	8286
8887	5185	9718	6028	6273
2689	6681	7385	2976	9307
3612	8986	262	9359	5999
2257	7945	5774	774	5374
9473	897	5974	2365	985
6760	5853	5969	1125	8704
3154	1430	4860	6116	1145
5879	1182	1490	3487	146
6732	5820	8161	8259	2618
1087	5137	9441	2574	1608
4779	2521	1603	3827	231
6945	301	3235	3346	1527
2216	5396	3703	2146	882
5821	7206	1618	9992	6610
3382	1782	5140	2282	2263
69	1966	3621	3001	3465
1360	6166	4376	908	6406
1620	3607	9139	9539	5870
9573	4133	2333	1584	1789
6655	1537	5673	9619	2711
5354	5608	388	4054	6337
797	2740	2068	8090	3837
1777	5157	8565	9852	9778
7881	9103	3834	3700	5290
6512	6949	2748	4601	6601
682	2651	334	3871	9708
2077	1529	3166	9908	9500
8988	4329	7891	468	238
296	6961	7755	9870	9961
1046	8091	4222	7161	9753
9646	4340	556	4628	7936
143	4686	4753	6162	3562
2543	8842	1243	2542	7985
5675	8321	2397	7272	5831
2191	4394	415	1398	2987
4902	5326	2072	1274	468
7709	9177	7763	6410	6610
7335	1378	2730	2389	9802
4193	4631	4497	6615	4498
9746	4042	1710	2443	5601
3595	6932	3816	4969	9774
2031	8593	911	7880	5915
1147	2895	8722	1912	3908
4604	1669	5676	401	8440
1278	6805	8594	7283	377
725	3963	7045	4943	9523
2007	7961	3943	9819	3379
5960	9484	809	7386	1432
4962	9301	6916	3966	320
5503	5276	1032	1369	505
8831	310	7252	8897	2008
7400	7308	1441	6314	4042
1165	3482	7338	3652	1964
1277	9938	1886	6370	3119
7921	6570	4637	1453	9288
2437	5477	758	9204	4648
457	7365	8011	9821	2746
8045	4255	3850	4025	95
6634	8406	2587	8176	1368
4831	1460	738	5985	523
590	2578	3360	2594	8455
9060	8036	9598	3659	3125
8483	8101	7666	6493	1449
4242	2094	2939	958	9273
9229	6275	748	6635	4304
